Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
377,Segamasera,Segamasera,Segamasera Territory,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,14003,24.36,81.5,5250,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Segamasera&population=14003&size=35&seed=8827550800377&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.46
378,Tuuma,Paalalojak,Paalalojak County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,10159,17.93,-3.05,328,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Tuuma&population=10159&size=31&seed=8827550800378&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.35
379,Cherlen,Orlets,Orlets Territory,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,9798,-19.56,-74.02,5515,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Cherlen&population=9798&size=31&seed=8827550800379&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
380,Pieksajo,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,755,23.38,-39.38,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Pieksajo&population=755&size=12&seed=8827550800380&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
381,Fernoy,Boignevilia,Boignevilia Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,807,9.36,-67.53,8534,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Fernoy&population=807&size=12&seed=8827550800381&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
382,Taulairis,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1790,2.07,-81.41,3360,,,,,,temple,,https://watabou.github.io/city-generator/?name=Taulairis&population=1790&size=16&seed=8827550800382&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
383,Kalvanemi,Surmaa,Surmaa County,Porvaval,Porvavalese Empire,Soumi,Novimism,9564,23.03,-17.45,1447,,,,,,,,https://watabou.github.io/city-generator/?name=Kalvanemi&population=9564&size=30&seed=8827550800383&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
384,Antse,Antse,Antse Territory,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,804,15.83,-41.99,2759,,,,,,,,https://watabou.github.io/city-generator/?name=Antse&population=804&size=12&seed=8827550800384&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
385,Dvereyase,Zubruisk,Zubruisk Province,Zubria,Republic of Zubria,Slovan,Word of Acuso,2803,6.87,-62.03,738,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Dvereyase&population=2803&size=19&seed=8827550800385&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
386,Kobesk,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,6611,5.16,-70.58,52,,,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Kobesk&population=6611&size=26&seed=8827550800386&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
387,Arrosarepi,New Pinia,New Pinia Colony,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,11156,3.82,45.06,397,,,,walls,,,,https://watabou.github.io/city-generator/?name=Arrosarepi&population=11156&size=32&seed=8827550800387&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
388,Pesianivico,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1666,3.43,-41.68,2759,,,,,,,,https://watabou.github.io/city-generator/?name=Pesianivico&population=1666&size=16&seed=8827550800388&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
389,Gricy,Gricy,Gricy Island,Crarigneia,Kingdom of Crarigneia,Luari,Luari Spirits,7503,33.87,-57.31,52,,,,,,,,https://watabou.github.io/city-generator/?name=Gricy&population=7503&size=28&seed=8827550800389&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
390,Kulatasnas,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,737,29.18,-27.18,1588,,,,,,,,https://watabou.github.io/city-generator/?name=Kulatasnas&population=737&size=12&seed=8827550800390&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
391,Pormahepo,Surmaa,Surmaa County,Porvaval,Porvavalese Empire,Soumi,Novimism,2785,23.79,-13.08,5250,,,,,,,,https://watabou.github.io/city-generator/?name=Pormahepo&population=2785&size=19&seed=8827550800391&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
392,Coclif,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,15195,23.59,52.83,643,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Coclif&population=15195&size=36&seed=8827550800392&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
393,Miilalo,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,6231,16.53,-52.77,1184,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Miilalo&population=6231&size=26&seed=8827550800393&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
394,Laijarpio,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,770,16.44,-46.11,1890,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Laijarpio&population=770&size=12&seed=8827550800394&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
395,Eikavoland,Lepatas,Lepatas Captaincy,Pane,Protectorate of Pane,Norse,Novimism,1805,15.48,-9.41,13,,,,,,,,https://watabou.github.io/city-generator/?name=Eikavoland&population=1805&size=16&seed=8827550800395&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
396,Torgaz,Torgaz,Torgaz Earldom,Cosomotia,Duchy of Cosomotia,Astellian,Astellian Faith,15104,32.5,76.34,2218,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Torgaz&population=15104&size=36&seed=8827550800396&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
397,Kotti,Rapsala,Rapsala County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,11072,31.66,5.62,948,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Kotti&population=11072&size=32&seed=8827550800397&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
398,Klovski,Charoy,Charoy County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,802,28.1,-49.89,52,,,,,,,,https://watabou.github.io/city-generator/?name=Klovski&population=802&size=12&seed=8827550800398&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
399,Brasfieldge,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,2874,25.98,57.56,472,,port,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Brasfieldge&population=2874&size=19&seed=8827550800399&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=0.27
400,Conainsses,Artevanvil,Artevanvil Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,1807,17.06,-73.44,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Conainsses&population=1807&size=16&seed=8827550800400&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
401,Trateragios,Myrgos,Myrgos Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,16177,6.49,-88.94,6352,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Trateragios&population=16177&size=37&seed=8827550800401&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
402,Brida,Letilesia,Letilesia Department,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,5677,-17.31,70.14,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Brida&population=5677&size=25&seed=8827550800402&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
403,Allosares,Allosares,Allosares Territory,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,757,30.87,89.71,8534,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Allosares&population=757&size=12&seed=8827550800403&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
404,Harvojarku,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Novimism,4785,30.5,-18.94,2218,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Harvojarku&population=4785&size=23&seed=8827550800404&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
405,Viojarvi,Sceresdesia,Sceresdesia County,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,4141,26.12,-57.01,472,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Viojarvi&population=4141&size=22&seed=8827550800405&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
406,Ruruusatas,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,1265,26.16,-24.07,1063,,,,walls,,,,https://watabou.github.io/city-generator/?name=Ruruusatas&population=1265&size=14&seed=8827550800406&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
407,Ruran,Sceresdesia,Sceresdesia County,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,5290,21.88,-59.91,554,,,,,,,,https://watabou.github.io/city-generator/?name=Ruran&population=5290&size=24&seed=8827550800407&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
408,Tuuskog,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,760,21.14,-38.36,472,,,,,,,,https://watabou.github.io/city-generator/?name=Tuuskog&population=760&size=12&seed=8827550800408&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
409,Mosolias,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1309,19.82,71.95,643,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Mosolias&population=1309&size=14&seed=8827550800409&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.08
410,Nymphidros,Kyrian,Kyrian Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,4753,1.56,-84.24,1890,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Nymphidros&population=4753&size=23&seed=8827550800410&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
411,Vivola,Posaragos,Posaragos County,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1618,1.83,-30.57,6352,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Vivola&population=1618&size=16&seed=8827550800411&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
412,Bartil,Horzueria,Horzueria Canton,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,7261,-18.58,76.42,643,,,,,,,,https://watabou.github.io/city-generator/?name=Bartil&population=7261&size=27&seed=8827550800412&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
413,Vansi,Numevitmaa,Numevitmaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,10395,31.89,0.15,13,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Vansi&population=10395&size=31&seed=8827550800413&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
414,Tampaa,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,11031,24.97,-41.59,328,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Tampaa&population=11031&size=32&seed=8827550800414&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
415,Chanvillonny,Auiersoy,Auiersoy County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,4600,19.91,-72.95,210,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Chanvillonny&population=4600&size=23&seed=8827550800415&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
416,Trubc,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,2507,-0.66,-64.69,5250,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Trubc&population=2507&size=18&seed=8827550800416&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
417,Dererev,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,7576,-1.23,-78.41,1736,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Dererev&population=7576&size=28&seed=8827550800417&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
418,Fuentelada,Letilesia,Letilesia Department,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,1601,-18.11,68.89,3793,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Fuentelada&population=1601&size=16&seed=8827550800418&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
419,Hantionari,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,919,27.63,-31.97,3573,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Hantionari&population=919&size=13&seed=8827550800419&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
420,Tuurinenlin,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,16101,27.62,-23.02,1312,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Tuurinenlin&population=16101&size=37&seed=8827550800420&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
421,Huittala,Charoy,Charoy County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,6316,22.43,-43.84,161,,,,,,,,https://watabou.github.io/city-generator/?name=Huittala&population=6316&size=26&seed=8827550800421&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
422,Kornik,Zubruisk,Zubruisk Province,Zubria,Republic of Zubria,Slovan,Word of Acuso,14702,1.23,-56.63,210,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Kornik&population=14702&size=36&seed=8827550800422&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
423,Posaragos,Posaragos,Posaragos County,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,16100,1.62,-28.29,210,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Posaragos&population=16100&size=37&seed=8827550800423&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.61
424,Fonto,Sperganelia,Sperganelia County,Viliersasia,Kingdom of Viliersasia,Tallian,Word of Acuso,1698,-1.38,-45.07,5515,,,,,,,,https://watabou.github.io/city-generator/?name=Fonto&population=1698&size=16&seed=8827550800424&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
425,Searetersbo,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1644,34.07,45.14,1312,,,,,,temple,,https://watabou.github.io/city-generator/?name=Searetersbo&population=1644&size=16&seed=8827550800425&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
426,Chilter,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1619,31.06,49,118,,port,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Chilter&population=1619&size=16&seed=8827550800426&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=1.89
427,Liemisio,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,1758,25.62,-39.91,210,,,,,,,,https://watabou.github.io/city-generator/?name=Liemisio&population=1758&size=16&seed=8827550800427&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
428,Kirtonbeck,Betleyles,Betleyles County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,5884,25.35,40.19,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kirtonbeck&population=5884&size=25&seed=8827550800428&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
429,Vallura,Hepiral,Hepiral County,Cosomotia,Duchy of Cosomotia,Astellian,Astellian Faith,4460,25.35,77.16,554,,port,,,,,,https://watabou.github.io/city-generator/?name=Vallura&population=4460&size=23&seed=8827550800429&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.13
430,Lordieuberdon,Nigy,Nigy Parish,Chadonia,Divine Duchy of Chadonia,Luari,Nozie Cult,3238,19.66,-65.51,472,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Lordieuberdon&population=3238&size=20&seed=8827550800430&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
431,Nikka,Nikka,Nikka County,Pane,Protectorate of Pane,Soumi,Novimism,12323,16.65,-18.92,1736,,,,walls,,,,https://watabou.github.io/city-generator/?name=Nikka&population=12323&size=33&seed=8827550800431&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
432,Kursk,Zubruisk,Zubruisk Province,Zubria,Republic of Zubria,Slovan,Word of Acuso,3341,5.26,-60.17,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kursk&population=3341&size=20&seed=8827550800432&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
433,Magricea,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1752,1.18,-79.47,6352,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Magricea&population=1752&size=16&seed=8827550800433&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
434,Channes,Channes,Channes County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,20395,29.55,-65.52,738,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Channes&population=20395&size=41&seed=8827550800434&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
435,Herdiello,Movenania,Movenania Territory,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,4682,14.89,74.46,328,,,,,,,,https://watabou.github.io/city-generator/?name=Herdiello&population=4682&size=23&seed=8827550800435&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
436,Lanlina,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,1442,12.51,-49.46,738,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Lanlina&population=1442&size=15&seed=8827550800436&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
437,Vala,Gondroy,Gondroy Parish,Chadonia,Divine Duchy of Chadonia,Soumi,Nozie Cult,1676,25.69,-59.6,472,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Vala&population=1676&size=16&seed=8827550800437&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
438,Tioratla,Surmaa,Surmaa County,Porvaval,Porvavalese Empire,Soumi,Novimism,2469,25.6,-17.14,397,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Tioratla&population=2469&size=18&seed=8827550800438&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
439,Stansfield,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,8825,24.1,50.43,1184,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Stansfield&population=8825&size=30&seed=8827550800439&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
440,Kolkeaka,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,1083,12.32,-52.65,161,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Kolkeaka&population=1083&size=13&seed=8827550800440&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
441,Tithiceara,Onchepios,Onchepios Land,Nesplia,Republic of Nesplia,Elladan,Nozie Cult,810,10,-85.44,5515,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Tithiceara&population=810&size=12&seed=8827550800441&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
442,Roneri,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1851,1.39,-43.29,1736,,,,,,,,https://watabou.github.io/city-generator/?name=Roneri&population=1851&size=16&seed=8827550800442&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
443,Sitoboma,Krerezia,Krerezia Tribe,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,946,-7.91,-65.28,10289,,,,,,temple,,https://watabou.github.io/city-generator/?name=Sitoboma&population=946&size=13&seed=8827550800443&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
444,Lausi,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,777,33.81,-24.96,554,,,,,,,,https://watabou.github.io/city-generator/?name=Lausi&population=777&size=12&seed=8827550800444&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
445,Kolho,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,5466,32.48,-28.44,2572,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Kolho&population=5466&size=25&seed=8827550800445&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
446,Joenlina,Numevitmaa,Numevitmaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,4559,30.15,0.01,30,,,,,,,,https://watabou.github.io/city-generator/?name=Joenlina&population=4559&size=23&seed=8827550800446&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
447,Vira,Paalalojak,Paalalojak County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,1749,26.15,0.3,4492,,,,,,,,https://watabou.github.io/city-generator/?name=Vira&population=1749&size=16&seed=8827550800447&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
