Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
353,Khosontsag,Se Uur,Se Uur Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,662,28.74,56.84,948,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Khosontsag&population=662&size=11&seed=2901772940353&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
354,Alorve,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Rake (Drakonic),Jarhanlian Occultism,625,26.01,50.43,472,,,,walls,,,,https://watabou.github.io/city-generator/?name=Alorve&population=625&size=11&seed=2901772940354&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
355,Cirdialykagoth,Hakar,Hakar Territory,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,1657,17.49,59.69,11421,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Cirdialykagoth&population=1657&size=16&seed=2901772940355&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
356,Orathamalor,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,2076,14.93,26.51,2759,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Orathamalor&population=2076&size=17&seed=2901772940356&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
357,Sharndum,Alanthaulgo,Alanthaulgo County,Klautragas,Duchy of Klautragas,Rake (Drakonic),Rake (Drakonic) Deities,1415,-2.95,36.13,7878,,,,,,,,https://watabou.github.io/city-generator/?name=Sharndum&population=1415&size=15&seed=2901772940357&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
358,Klithor,Furvorgathtor,Furvorgathtor County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,5920,-21.58,14.75,2572,,,,,,,,https://watabou.github.io/city-generator/?name=Klithor&population=5920&size=25&seed=2901772940358&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
359,Szithmymerla,Orethalobeth,Orethalobeth Earldom,Raugaust,Kingdom of Raugaust,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,4050,80.07,142.91,52,,,,walls,,,,https://watabou.github.io/city-generator/?name=Szithmymerla&population=4050&size=22&seed=2901772940359&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
360,Zriokots,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,10323,70.18,113.46,554,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Zriokots&population=10323&size=31&seed=2901772940360&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
361,Pyreaz,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Kobold (Goblin) Forefathers,730,59.98,125.49,840,,,,,,,,https://watabou.github.io/city-generator/?name=Pyreaz&population=730&size=12&seed=2901772940361&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
362,Dobruing,Dobruing,Dobruing Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,7498,49.5,80.27,1447,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Dobruing&population=7498&size=28&seed=2901772940362&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
363,Helotha,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,683,48.41,111.28,4019,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Helotha&population=683&size=11&seed=2901772940363&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
364,Tlind-Sindra,Sahlinde,Sahlinde Earldom,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,1802,45.71,-18.46,118,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Tlind-Sindra&population=1802&size=16&seed=2901772940364&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
365,Hloizex,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,7158,30.68,116.05,1063,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Hloizex&population=7158&size=27&seed=2901772940365&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
366,Kisseranalaar,Nurmerlyrion,Nurmerlyrion County,Bleuroth,Principality of Bleuroth,Rake (Drakonic),Rake (Drakonic) Deities,1717,-1.57,43.98,30,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Kisseranalaar&population=1717&size=16&seed=2901772940366&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
367,Vohniots,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,748,65.62,99.56,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Vohniots&population=748&size=12&seed=2901772940367&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
368,Vuccukh,Adrel,Adrel County,Gugh,Principality of Gugh,Ugluk (Orkish),Word of Lazogh,6782,60.63,-87.63,328,,,,,,,,https://watabou.github.io/city-generator/?name=Vuccukh&population=6782&size=27&seed=2901772940368&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
369,Qosx,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,3866,60.37,101.75,1447,,,,,,,,https://watabou.github.io/city-generator/?name=Qosx&population=3866&size=22&seed=2901772940369&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
370,Hondlonbuir,Khovodongia,Khovodongia Shire,Dashat,Dashish Khaganate,Dulandir (Human),Jarhanlian Occultism,672,44.41,44.35,738,,,,,,,,https://watabou.github.io/city-generator/?name=Hondlonbuir&population=672&size=11&seed=2901772940370&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
371,Uzagri,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,3110,29.18,-100.62,643,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Uzagri&population=3110&size=20&seed=2901772940371&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
372,Mahrnax,Gloulaunat,Gloulaunat County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,1105,-5.58,-23.31,82,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Mahrnax&population=1105&size=14&seed=2901772940372&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
373,Craglen,Craglen,Craglen Territory,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,5915,-42.16,5.59,9216,,,,walls,,,,https://watabou.github.io/city-generator/?name=Craglen&population=5915&size=25&seed=2901772940373&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
374,Susheroscles,Fenphe,Fenphe County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,2797,-51.29,8.38,1312,,,,walls,,,,https://watabou.github.io/city-generator/?name=Susheroscles&population=2797&size=19&seed=2901772940374&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
375,Uindumustisar,Balagos,Balagos Land,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,1206,-54.98,15.4,2572,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Uindumustisar&population=1206&size=14&seed=2901772940375&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
376,Analolune,Analolune,Analolune Parish,Orion,Orionese Theocracy,Eldar (Elfish),Eldar (Elfish) Religion,1709,73.23,2.58,738,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Analolune&population=1709&size=16&seed=2901772940376&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
377,Khiz,Naram,Naram Area,Nugekh,Nugekh Empire,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,1777,62.01,-161.79,2218,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Khiz&population=1777&size=16&seed=2901772940377&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
378,Orkuz-O,Bhogzil,Bhogzil County,Ekh,Kingdom of Ekh,Ugluk (Orkish),Ugluk (Orkish)ism,740,60.53,-120.3,1184,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Orkuz-O&population=740&size=12&seed=2901772940378&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
379,Nilkeh,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Kobold (Goblin) Forefathers,806,58.03,119.15,1184,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Nilkeh&population=806&size=12&seed=2901772940379&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
380,Khovd,Dobruing,Dobruing Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,619,35.6,68.03,2051,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Khovd&population=619&size=11&seed=2901772940380&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
381,Shunalnarg,Shunalnarg,Shunalnarg Land,Tlaughei,Tlaugheian Empire,Dunirr (Dwarven),Dunirr (Dwarven) Spirits,601,9.23,87.7,17484,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Shunalnarg&population=601&size=11&seed=2901772940381&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
382,Iralmanadar,Henila,Henila County,Elortheas,Kingdom of Elortheas,Eldar (Elfish),Eldar (Elfish) Religion,650,82.13,9.63,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Iralmanadar&population=650&size=11&seed=2901772940382&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
383,Nauthafetheas,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,5342,51.77,118.75,5515,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Nauthafetheas&population=5342&size=24&seed=2901772940383&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
384,Thaugnorthal,Estaragh,Estaragh Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,1826,9.81,-3.79,1588,,,,,,,,https://watabou.github.io/city-generator/?name=Thaugnorthal&population=1826&size=16&seed=2901772940384&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
385,Maldrithksati,Maldrithksati,Maldrithksati County,Fenpnomera,Kingdom of Fenpnomera,Rake (Drakonic),Rake (Drakonic) Deities,5889,11.9,35.36,1184,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Maldrithksati&population=5889&size=25&seed=2901772940385&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
386,Athaindum,Prerantum,Prerantum County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,2876,2.05,-21.22,1890,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Athaindum&population=2876&size=19&seed=2901772940386&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
387,Ghauharneh,Prerantum,Prerantum County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,668,-4.27,-13.83,738,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Ghauharneh&population=668&size=11&seed=2901772940387&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
388,Amrith,Furvorgathtor,Furvorgathtor County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,914,-25.5,10.08,3360,,,,walls,,,,https://watabou.github.io/city-generator/?name=Amrith&population=914&size=13&seed=2901772940388&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
389,Khatsogtsa,Khovodongia,Khovodongia Shire,Dashat,Dashish Khaganate,Dulandir (Human),Jarhanlian Occultism,9265,60.64,34.41,328,,,,walls,,,,https://watabou.github.io/city-generator/?name=Khatsogtsa&population=9265&size=30&seed=2901772940389&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
390,Mek'theihau,Szobeth,Szobeth County,Meryndryn,Kingdom of Meryndryn,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,628,61.08,162.32,1890,,,,walls,,,,https://watabou.github.io/city-generator/?name=Mek%27theihau&population=628&size=11&seed=2901772940390&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
391,Khiz,Gatholadus,Gatholadus Margrave,Tuzargi,Kingdom of Tuzargi,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,2116,54.77,-148.18,472,,,,,,,,https://watabou.github.io/city-generator/?name=Khiz&population=2116&size=17&seed=2901772940391&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
392,Ikhkhairga,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1875,55.4,68.42,210,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Ikhkhairga&population=1875&size=16&seed=2901772940392&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
393,Sevreibal,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,727,41.36,62.81,1736,,,,,,,,https://watabou.github.io/city-generator/?name=Sevreibal&population=727&size=12&seed=2901772940393&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
394,Dyonzithl,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1329,34.18,112.22,948,,,,,,,,https://watabou.github.io/city-generator/?name=Dyonzithl&population=1329&size=14&seed=2901772940394&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
395,Irdret,Irdret,Irdret County,Salagretat,Kingdom of Salagretat,Rake (Drakonic),Jarhanlian Occultism,4560,17.94,51.84,8203,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Irdret&population=4560&size=23&seed=2901772940395&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
396,Henixtha,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,673,-1.17,19.25,1312,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Henixtha&population=673&size=11&seed=2901772940396&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
397,Stiag,Stiag,Stiag Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,6703,76.92,93.09,738,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Stiag&population=6703&size=27&seed=2901772940397&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
398,Niofe,Ashlin,Ashlin Earldom,Himlargond,Grand Duchy of Himlargond,Eldar (Elfish),Eldar (Elfish) Religion,26066,72.03,26.05,397,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Niofe&population=26066&size=45&seed=2901772940398&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.02
399,Darkhandorbu,Alorelona,Alorelona Department,Selmaron,Republic of Selmaron,Dulandir (Human),Jarhanlian Occultism,782,55.38,31.71,472,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Darkhandorbu&population=782&size=12&seed=2901772940399&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
400,Tsentuluut,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1249,52.84,61.89,118,,,,,,,,https://watabou.github.io/city-generator/?name=Tsentuluut&population=1249&size=14&seed=2901772940400&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
401,Lireryndralyn,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,707,48.55,114.72,6352,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Lireryndralyn&population=707&size=11&seed=2901772940401&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
402,Galan Talant,Keth Senilma,Keth Senilma Province,Selmaron,Republic of Selmaron,Dulandir (Human),Jarhanlian Occultism,8077,47.08,23.64,738,,,,,,,,https://watabou.github.io/city-generator/?name=Galan+Talant&population=8077&size=29&seed=2901772940402&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
403,Chand,Khovodongia,Khovodongia Shire,Dashat,Dashish Khaganate,Dulandir (Human),Jarhanlian Occultism,737,46.22,33.24,554,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Chand&population=737&size=12&seed=2901772940403&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
404,Dheubla,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Rake (Drakonic),Jarhanlian Occultism,689,28.06,46.93,397,,,,,,,,https://watabou.github.io/city-generator/?name=Dheubla&population=689&size=11&seed=2901772940404&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
405,Crowfalls,Crowfalls,Crowfalls County,Brireria,Kingdom of Brireria,Anor (Human),Anor (Human) Beliefs,2922,23.31,30.17,7878,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Crowfalls&population=2922&size=19&seed=2901772940405&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
406,Ghiz,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,1162,20.88,-104.62,738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ghiz&population=1162&size=14&seed=2901772940406&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
407,Orathanax,Alavarveknirve,Alavarveknirve Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,3893,9.26,-21.03,1736,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Orathanax&population=3893&size=22&seed=2901772940407&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
408,Kissicus,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,3843,6.27,70.92,3573,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kissicus&population=3843&size=22&seed=2901772940408&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
409,Rauialmethes,Heth,Heth Islands,Brazmaler,Brazmaler Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,700,-3.77,109.69,13,,,,,,,,https://watabou.github.io/city-generator/?name=Rauialmethes&population=700&size=11&seed=2901772940409&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
410,Magoshicustiir,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,2780,-6.64,22.3,2392,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Magoshicustiir&population=2780&size=19&seed=2901772940410&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
411,Bayandal,Togtokh,Togtokh Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,854,79.2,70.41,82,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Bayandal&population=854&size=12&seed=2901772940411&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
412,Uguall,Hinlumyuer,Hinlumyuer County,Senathyr,Protectorate of Senathyr,Eldar (Elfish),Eldar (Elfish) Religion,4887,66.42,17.72,738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Uguall&population=4887&size=24&seed=2901772940412&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
413,Nelveseri,Orion,Orion Parish,Orion,Orionese Theocracy,Eldar (Elfish),Eldar (Elfish) Religion,720,61.68,-2.3,7248,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Nelveseri&population=720&size=12&seed=2901772940413&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
414,Natheashasa,Sahlinde,Sahlinde Earldom,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,600,49.42,-14.83,1063,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Natheashasa&population=600&size=11&seed=2901772940414&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
415,Kudrer,Ghagvidh,Ghagvidh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,664,34.51,-106.69,840,,,,,,temple,,https://watabou.github.io/city-generator/?name=Kudrer&population=664&size=11&seed=2901772940415&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
416,Nirdrukh,Krudh,Krudh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,7585,32.42,-89.44,554,,,,,,temple,,https://watabou.github.io/city-generator/?name=Nirdrukh&population=7585&size=28&seed=2901772940416&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
417,Vadrukh,Ghagvidh,Ghagvidh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,707,29.31,-109.6,4252,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Vadrukh&population=707&size=11&seed=2901772940417&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
418,Thoksarynda,Thoksarynda,Thoksarynda Region,Salagretat,Kingdom of Salagretat,Rake (Drakonic),Jarhanlian Occultism,2807,20.74,40.59,11037,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Thoksarynda&population=2807&size=19&seed=2901772940418&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.06
419,Chugkadh,Chugkadh,Chugkadh Barony,Vrazin,Grand Duchy of Vrazin,Ugluk (Orkish),Ugluk (Orkish)ism,3693,-5.24,-96,266,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Chugkadh&population=3693&size=21&seed=2901772940419&river=1&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
420,Preangai,Stiag,Stiag Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,625,86.74,88.38,118,,,,,,,,https://watabou.github.io/city-generator/?name=Preangai&population=625&size=11&seed=2901772940420&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
421,Gob,Crild,Crild Margrave,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Kobold (Goblin) Forefathers,784,85.17,118.27,948,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Gob&population=784&size=12&seed=2901772940421&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
422,Orgosh,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Orgoshian Sect,2307,80.01,-128.02,328,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Orgosh&population=2307&size=18&seed=2901772940422&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
423,Denelen,Delgerkhet,Delgerkhet County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,790,77.31,80.28,1184,,,,,,,,https://watabou.github.io/city-generator/?name=Denelen&population=790&size=12&seed=2901772940423&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
